
----------------------------- live log collection ------------------------------
DEBUG    jax._src.path:path.py:41 etils.epath found. Using etils.epath for file I/O.

tests/test_optimizers.py::test_riemannian_sgd[Hyperboloid-2-11-float32-False] PASSED [ 97%]
tests/test_optimizers.py::test_riemannian_adam[Hyperboloid-2-10-float64-True] PASSED [ 97%]
tests/test_optimizers.py::test_riemannian_adam[Hyperboloid-2-10-float64-False] PASSED [ 97%]
tests/test_optimizers.py::test_riemannian_sgd[Hyperboloid-2-10-float64-True] PASSED [ 97%]
tests/test_optimizers.py::test_riemannian_sgd[Hyperboloid-2-10-float64-False] PASSED [ 97%]
tests/test_optimizers.py::test_riemannian_adam[Hyperboloid-2-10-float32-True] PASSED [ 97%]
tests/test_optimizers.py::test_riemannian_adam[Hyperboloid-2-10-float32-False] PASSED [ 97%]
tests/test_optimizers.py::test_riemannian_sgd[Hyperboloid-2-10-float32-True] PASSED [ 98%]
tests/test_optimizers.py::test_riemannian_sgd[Hyperboloid-2-10-float32-False] PASSED [ 98%]
tests/test_optimizers.py::test_riemannian_adam[Euclidean-5-11-float32-True] PASSED [ 98%]
tests/test_optimizers.py::test_riemannian_adam[Euclidean-5-11-float32-False] PASSED [ 98%]
tests/test_optimizers.py::test_riemannian_sgd[Euclidean-5-11-float32-True] PASSED [ 98%]
tests/test_optimizers.py::test_riemannian_sgd[Euclidean-5-11-float32-False] PASSED [ 98%]
tests/test_optimizers.py::test_riemannian_adam[Euclidean-5-10-float64-True] PASSED [ 98%]
tests/test_optimizers.py::test_riemannian_adam[Euclidean-5-10-float64-False] PASSED [ 98%]
tests/test_optimizers.py::test_riemannian_sgd[Euclidean-5-10-float64-True] PASSED [ 98%]
tests/test_optimizers.py::test_riemannian_sgd[Euclidean-5-10-float64-False] PASSED [ 99%]
tests/test_optimizers.py::test_riemannian_adam[Euclidean-5-10-float32-True] PASSED [ 99%]
tests/test_optimizers.py::test_riemannian_adam[Euclidean-5-10-float32-False] PASSED [ 99%]
tests/test_optimizers.py::test_riemannian_sgd[Euclidean-5-10-float32-True] PASSED [ 99%]
tests/test_optimizers.py::test_riemannian_sgd[Euclidean-5-10-float32-False] PASSED [ 99%]
tests/test_optimizers.py::test_riemannian_adam[Euclidean-2-11-float32-True] PASSED [ 99%]
tests/test_optimizers.py::test_riemannian_adam[Euclidean-2-11-float32-False] PASSED [ 99%]
tests/test_optimizers.py::test_riemannian_sgd[Euclidean-2-11-float32-True] PASSED [ 99%]
tests/test_optimizers.py::test_riemannian_sgd[Euclidean-2-11-float32-False] PASSED [100%]

=============================== warnings summary ===============================
tests/test_manifolds_jax.py::test_addition[Euclidean-2-float64]
tests/test_manifolds_jax.py::test_addition[Hyperboloid-5-float64]
tests/test_manifolds_jax.py::test_addition[Hyperboloid-2-float64]
tests/test_manifolds_jax.py::test_addition[Euclidean-10-float64]
tests/test_manifolds_jax.py::test_addition[PoincareBall-10-float64]
tests/test_manifolds_jax.py::test_addition[PoincareBall-5-float64]
tests/test_manifolds_jax.py::test_addition[PoincareBall-2-float64]
tests/test_manifolds_jax.py::test_addition[Hyperboloid-15-float64]
tests/test_manifolds_jax.py::test_addition[Euclidean-15-float64]
  /home/timo/1Projects/hyperbolix/tests/test_manifolds_jax.py:44: UserWarning: Explicitly requested dtype float64 requested in asarray is not available, and will be truncated to dtype float32. To enable more dtypes, set the jax_enable_x64 configuration option or the JAX_ENABLE_X64 shell environment variable. See https://github.com/jax-ml/jax#current-gotchas for more.
    c = jnp.asarray(rng.exponential(scale=2.0, size=(1,)), dtype=dtype)

tests/test_manifolds_jax.py::test_addition[Euclidean-2-float64]
tests/test_manifolds_jax.py::test_addition[Hyperboloid-5-float64]
tests/test_manifolds_jax.py::test_addition[Hyperboloid-2-float64]
tests/test_manifolds_jax.py::test_addition[Euclidean-10-float64]
tests/test_manifolds_jax.py::test_addition[PoincareBall-10-float64]
tests/test_manifolds_jax.py::test_addition[PoincareBall-5-float64]
tests/test_manifolds_jax.py::test_addition[PoincareBall-2-float64]
tests/test_manifolds_jax.py::test_addition[Hyperboloid-15-float64]
tests/test_manifolds_jax.py::test_addition[Euclidean-15-float64]
  /home/timo/1Projects/hyperbolix/src/hyperbolix_jax/manifolds/manifold.py:25: UserWarning: Explicitly requested dtype float64 requested in asarray is not available, and will be truncated to dtype float32. To enable more dtypes, set the jax_enable_x64 configuration option or the JAX_ENABLE_X64 shell environment variable. See https://github.com/jax-ml/jax#current-gotchas for more.
    self.c = jnp.asarray(self.c, dtype=self._resolve_dtype(self.dtype))

tests/test_manifolds_jax.py::test_addition[PoincareBall-10-float64]
tests/test_manifolds_jax.py::test_addition[PoincareBall-5-float64]
tests/test_manifolds_jax.py::test_addition[PoincareBall-2-float64]
tests/test_manifolds_jax.py::test_addition[PoincareBall-15-float64]
  /home/timo/1Projects/hyperbolix/tests/test_manifolds_jax.py:63: UserWarning: Explicitly requested dtype float64 requested in asarray is not available, and will be truncated to dtype float32. To enable more dtypes, set the jax_enable_x64 configuration option or the JAX_ENABLE_X64 shell environment variable. See https://github.com/jax-ml/jax#current-gotchas for more.
    return jnp.asarray(points, dtype=dtype)

-- Docs: https://docs.pytest.org/en/stable/how-to/capture-warnings.html
=========================== short test summary info ============================
SKIPPED [48] tests/test_manifolds.py:318: Skipped
SKIPPED [24] tests/test_manifolds.py:13: Skipped
SKIPPED [8] tests/test_manifolds_jax.py:74: Hyperboloid sampling path pending JAX conversion utilities
SKIPPED [8] tests/test_manifolds_jax.py:91: Hyperboloid sampling path pending JAX conversion utilities
SKIPPED [8] tests/test_manifolds_jax.py:102: Hyperboloid sampling path pending JAX conversion utilities
=========== 768 passed, 96 skipped, 22 warnings in 262.88s (0:04:22) ===========
